respondent_id,dept,tenure_years,role_level,region,exit_date,satisfaction,response
R-2799,Engineering,0.25,IC,EMEA,2025-01-18,2,"The off-hours support rotation broke me, plus promotion criteria were a moving target I could never hit, plus I handed in my notice the morning after the announcement."
R-2800,Sales,2.5,IC,EMEA,2024-11-17,2,"If I am being candid, overall a decent run with a quiet ending. Also, the onboarding I received years ago was excellent."
R-2801,Support,8.5,Manager,NA,2025-05-26,4,"In the end, work from home was the one benefit I could not give up. Beyond that, my coworkers made the hard stretches bearable."
R-2802,Sales,1.5,IC,NA,2024-09-06,3,"Remote made my caregiving life possible and the mandate broke it. Meanwhile, nothing dramatic to report from my corner."
R-2803,Engineering,2.75,IC,NA,2024-08-02,2,"Look — the learning stipend vanished and so did the conferences. To be fair, I am taking time off before deciding what is next."
R-2804,Sales,8.75,IC,EMEA,2025-05-07,4,"Since you asked: I am switching industries to be closer to healthcare work. To be fair, the relocation was for my partner's job."
R-2805,Engineering,0.75,IC,APAC,2025-11-09,2,"The salary offer to stay came only after I resigned, which said everything. To be fair, the product problems were interesting most of the time."
R-2806,Engineering,1.25,IC,NA,2024-09-17,3,"My boss gave me a glowing review and a terrible rating — and honestly, the team itself was genuinely kind."
R-2807,Engineering,1.5,Lead,NA,2025-06-28,4,"Short version: overall a decent run with a quiet ending — and honestly, the relocation was for my partner's job and at the same time the company is full of talented people."
R-2808,Engineering,11.75,Manager,NA,2025-02-28,4,"Off the record but on the form: the comp review felt like theater with the outcome decided in advance — and honestly, I joined as a remote employee and was reclassified without a conversation."
R-2809,Support,3.25,Director,NA,2024-08-02,3,"The salary offer to stay came only after I resigned, which said everything."
R-2810,People,10.5,IC,EMEA,2025-09-02,2,Since you asked: I told myself one more bad month and I meant it and at the same time I enjoyed the early years quite a bit.
R-2811,Marketing,1.25,IC,APAC,2025-10-29,4,"Look — my supervisor did not understand the work we actually did and at the same time every quarter ended in a sprint that erased the weekends. Also, I learned the trade here and I am grateful for that."
R-2812,People,0.25,IC,NA,2024-09-28,5,"Truthfully, I watched peers elsewhere lap me in scope and skills. Beyond that, the tools and equipment were always solid."
R-2813,Operations,0.75,Lead,EMEA,2025-07-02,4,"The snacks were good and the coffee was terrible, for the record and at the same time this move is about geography more than anything."
R-2814,Operations,2.25,Manager,NA,2025-09-28,1,"If I am being candid, management by panic, quarter after quarter, plus advancement required a sponsor and mine kept leaving. Meanwhile, nothing dramatic to report from my corner."
R-2815,Marketing,1.25,IC,EMEA,2025-02-10,2,"I could not justify staying at that salary. Meanwhile, the project I leave behind is in capable hands."
R-2816,Engineering,0.75,Lead,NA,2024-08-29,4,"Truthfully, the product problems were interesting most of the time. Meanwhile, I enjoyed the early years quite a bit — and honestly, a former colleague recruited me into the new role."
R-2817,Support,0.25,IC,APAC,2024-09-14,5,"Micromanagement made every small task a negotiation. To be fair, I mastered the role and then it just repeated and on top of that the company swag was genuinely good, for what that is worth."
R-2818,People,2.5,Lead,LATAM,2025-03-09,3,"In the end, the mission still resonates with me and at the same time family circumstances made this change necessary."
R-2819,Support,1.75,IC,NA,2024-07-06,3,"Commission structure changed mid-year and my pay dropped hard and at the same time progression here rewards tenure, not capability."
R-2820,Support,0.5,IC,EMEA,2025-06-27,1,"Pay was fine at hire and then quietly fell behind year after year. To be fair, I handed in my notice the morning after the announcement."
R-2821,Engineering,2,Manager,EMEA,2025-03-06,2,No one above me ever said the words I was wrong and at the same time I asked for stretch projects and got maintenance work.
R-2822,Sales,9.5,IC,EMEA,2024-07-16,2,"Honestly, pay was fine at hire and then quietly fell behind year after year and at the same time I told myself one more bad month and I meant it. Also, the tools and equipment were always solid."
R-2823,People,17.75,IC,EMEA,2025-06-03,4,Off the record but on the form: my supervisor undermined me in front of the team twice.
R-2824,Engineering,14.25,IC,NA,2025-02-02,2,"Honestly, low pay, full stop. Beyond that, the customers were the best part of the job."
R-2825,Marketing,6.75,Lead,EMEA,2024-10-31,4,"Short version: the comp review felt like theater with the outcome decided in advance — and honestly, my supervisor did not understand the work we actually did and on top of that the lattice they promised was actually a ledge."
R-2826,Sales,4.25,IC,LATAM,2025-02-21,4,"If I am being candid, covering two open roles for a year hollowed me out. To be fair, three days a week in the office added a commute and subtracted nothing else."
R-2827,Support,13.5,IC,NA,2025-06-08,4,"In the end, no single reason, just the sense that the chapter ended — and honestly, the holiday party was always a highlight."
R-2828,Engineering,4,IC,APAC,2024-08-14,3,"Off the record but on the form: progression here rewards tenure, not capability and at the same time remote work made me productive and the new policy took it away."
R-2829,Engineering,11.25,IC,APAC,2025-05-21,4,"Simply put, the office snacks deserve a small tribute and at the same time I am taking time off before deciding what is next."
R-2830,Sales,0.25,IC,NA,2024-08-27,2,Management hid bad news until it was unavoidable.
R-2831,Support,0.25,Manager,NA,2024-12-21,3,"The snacks were good and the coffee was terrible, for the record. Also, the product problems were interesting most of the time."
R-2832,Engineering,1.75,IC,NA,2025-03-16,3,Look — the on-target earnings were a fiction nobody hit and at the same time the company sold flexibility in the offer letter and recalled it in year two.
R-2833,Engineering,10.5,IC,NA,2024-09-20,4,"Since you asked: management here mistakes activity for progress — and honestly, my whole team is in other cities, so the office was a video call with worse chairs."
R-2834,Marketing,5.75,IC,EMEA,2024-11-26,4,"After five rounds of reflection: I learned the trade here and I am grateful for that. Also, the company swag was genuinely good, for what that is worth, plus nothing dramatic to report from my corner."
R-2835,Support,0.5,IC,EMEA,2025-03-05,3,"Underpaid and tired of negotiating for scraps. To be fair, work bled into nights until the nights were gone."
R-2836,Engineering,0.25,IC,APAC,2025-12-23,3,"My boss gave me a glowing review and a terrible rating — and honestly, progression here rewards tenure, not capability."
R-2837,Operations,3.25,Manager,APAC,2025-05-03,3,"If I am being candid, my supervisor did not understand the work we actually did. Meanwhile, the exit interview questions were thoughtful, including this one."
R-2838,Engineering,10.5,IC,NA,2024-07-08,4,"The annual raise did not even cover the parking increase, plus I appreciated the honest conversations on the way out."
R-2839,Operations,0.25,IC,NA,2024-11-23,4,"Off the record but on the form: my boss managed up beautifully and managed down not at all. Meanwhile, I clocked seventy-hour weeks through the last push. Beyond that, the desk booking app was the final straw, somehow."
R-2840,Support,0.5,Lead,NA,2025-06-17,2,"My exit was rushed and a slower version of me might have stayed. Beyond that, I quit without another job lined up, which says everything. Also, I wish the next cohort a smooth ride."
R-2841,People,8,IC,APAC,2024-11-19,3,nothing
R-2842,People,0.5,Manager,NA,2025-03-21,2,Leadership measured presence instead of outcomes and on top of that a former colleague recruited me into the new role.
R-2843,Sales,8.5,IC,NA,2025-02-18,2,"The retention bonus went to someone else doing half the work. To be fair, remote work made me productive and the new policy took it away. Also, quitting cost me money and was worth every cent."
R-2844,Engineering,1.5,Lead,EMEA,2024-10-18,3,"The office policy changed three times in a year. Beyond that, the project I leave behind is in capable hands."
R-2845,Engineering,17,Manager,LATAM,2024-07-06,3,"The holiday party was always a highlight. Beyond that, I wish the next cohort a smooth ride."
R-2846,People,0.25,IC,NA,2025-06-23,5,"Short version: I made friendships here that will outlast the job. Meanwhile, family circumstances made this change necessary."
R-2847,Sales,1.75,Manager,APAC,2025-11-20,3,"After five rounds of reflection: the onboarding I received years ago was excellent, plus the benefits package was reasonable overall."
R-2848,Sales,14.25,IC,NA,2025-08-06,3,"I asked about a raise twice and got vague answers both times — and honestly, the workload was relentless and the headcount never came — and honestly, the timezone spread made office attendance pure ceremony."
R-2849,Support,1.25,IC,NA,2024-11-18,4,"Al final, los sueldos quedaron congelados mientras la empresa crecía y además les deseo lo mejor a los que se quedan."
R-2850,Marketing,14.25,IC,NA,2025-08-02,4,Off the record but on the form: my coworkers made the hard stretches bearable and at the same time overall a decent run with a quiet ending.
R-2851,Sales,14.5,Lead,NA,2025-08-02,2,"In the end, the salary was uncompetitive and everyone in my cohort knew it. Beyond that, I wish the next cohort a smooth ride."
R-2852,Engineering,17.25,Manager,NA,2024-09-21,3,"Look — the company is full of talented people and on top of that no single reason, just the sense that the chapter ended."
R-2853,Engineering,0.5,Lead,LATAM,2025-07-24,3,I am taking time off before deciding what is next and on top of that family circumstances made this change necessary.
R-2854,Sales,3.25,IC,NA,2025-09-21,3,"If I am being candid, my calendar was nine hours of meetings wrapped around real work at night and on top of that no single reason, just the sense that the chapter ended."
R-2855,Engineering,0.25,IC,EMEA,2025-03-03,3,My salary stayed flat for three straight years and on top of that I am switching industries to be closer to healthcare work.
R-2856,Sales,15.75,Lead,NA,2025-01-27,3,"Bottom line: I was doing the job of three people by the end, plus I left over the commute, which is really to say over the mandate. Meanwhile, the holiday party was always a highlight."
R-2857,Engineering,11.75,IC,EMEA,2025-05-16,4,"Look — my manager read my status reports back to me as insight — and honestly, an opportunity came along that was too specific to pass up."
R-2858,Operations,0.5,Director,NA,2025-10-14,2,"The bonus was a rounding error this year. Meanwhile, I left over the commute, which is really to say over the mandate. Also, I quit without another job lined up, which says everything."
R-2859,Marketing,11,Lead,EMEA,2025-09-21,3,"If I am being candid, burnout crept in during my first year and never left. Also, a former colleague recruited me into the new role."
R-2860,Engineering,5.25,IC,NA,2025-07-02,1,"If I am being candid, the management training was a video from 2011. Beyond that, I outgrew the role and the company had nowhere for me to go. Meanwhile, I appreciated the honest conversations on the way out."
R-2861,Support,6.25,Manager,LATAM,2025-12-29,2,"The codebase was cleaner than most I have seen. Beyond that, I wish the next cohort a smooth ride."
R-2862,People,0.5,IC,NA,2024-12-03,4,"Look — the overtime was unpaid, expected, and endless. Meanwhile, the office snacks deserve a small tribute."
R-2863,Sales,0.5,Manager,APAC,2025-10-24,1,"The backlog grew faster than any human could drain it and on top of that my career flatlined after the second year. Meanwhile, I handed in my notice the morning after the announcement."
R-2864,Support,0.75,IC,NA,2025-07-05,5,Leadership rewarded loyalty over results every single time.
R-2865,People,0.25,Manager,EMEA,2025-12-23,2,"Every sprint was a death march with a new name, plus the product problems were interesting most of the time."
R-2866,Engineering,12.75,Lead,APAC,2024-09-01,4,"Honestly, the customers were the best part of the job. To be fair, the codebase was cleaner than most I have seen."
R-2867,Sales,2.25,Lead,NA,2025-07-20,1,"The bonus was a rounding error this year, plus relocating closer to the office was never going to happen on this salary band, plus I had to get out before it got worse."
R-2868,Support,4.25,IC,NA,2025-04-09,1,"Honestly, leadership changed direction every quarter without explanation, plus the off-hours support rotation broke me and on top of that I asked for stretch projects and got maintenance work. To be fair, there are days the old badge photo gives me a pang of regret."
R-2869,Operations,14.5,IC,NA,2025-05-21,3,"Simply put, the always-on culture ate my evenings one slack ping at a time — and honestly, I needed a new challenge and the backlog offered reruns. Also, the interview process that brought me in was the best I have experienced."
R-2870,Engineering,1.75,IC,EMEA,2025-07-21,1,"Two promotions in title with no movement in salary. Beyond that, the exit interview questions were thoughtful, including this one."
R-2871,Support,16.25,Lead,NA,2025-05-25,5,"Honestly, I knew it was time to leave when Sunday nights filled with dread and at the same time the company is full of talented people."
R-2872,Sales,15.5,IC,EMEA,2025-04-30,5,"Siendo sincero, la dirección cambiaba de rumbo cada trimestre sin explicación y al mismo tiempo no hay una sola razón, simplemente se terminó el capítulo."
R-2873,Support,0.75,Lead,EMEA,2024-07-19,4,"The benefits package was reasonable overall. Also, the snacks were good and the coffee was terrible, for the record. To be fair, the project I leave behind is in capable hands."
R-2874,Engineering,14.25,IC,NA,2025-02-08,2,"Progression here rewards tenure, not capability. Beyond that, walking out the door was the easiest hard decision I ever made."
R-2875,Engineering,2.5,IC,NA,2025-03-25,3,"My paycheck did not reflect the scope I carried — and honestly, the office is an open floor plan where deep work goes to die."
R-2876,Support,15,IC,APAC,2025-03-27,3,"Every quarter ended in a sprint that erased the weekends. To be fair, the promotion went to an external hire, twice."
R-2877,Engineering,0.5,Director,NA,2025-03-16,3,Off the record but on the form: the firefighting never stopped long enough to fix the fire and on top of that the project I leave behind is in capable hands.
R-2878,Engineering,0.25,IC,NA,2025-05-18,4,"If I am being candid, the role was a dead end dressed up as stability, plus I appreciated the honest conversations on the way out."
R-2879,Operations,4.5,IC,NA,2025-02-21,4,"The compensation philosophy slide deck changed nothing about my paycheck. To be fair, I chose to walk away and I have not looked back and on top of that the offboarding process was smooth and respectful."
R-2880,Sales,3.5,IC,NA,2025-01-04,4,"They paid below market and called it mission alignment. Meanwhile, covering two open roles for a year hollowed me out."
R-2881,Engineering,1.75,IC,EMEA,2025-02-01,2,"Salary discussions went nowhere for two cycles and on top of that my career flatlined after the second year — and honestly, five years of remote results erased by one executive memo."
R-2882,Marketing,9.25,IC,EMEA,2025-11-04,4,"I could not justify staying at that salary and on top of that my supervisor canceled our one-on-ones for two months running. Beyond that, the off-hours support rotation broke me."
R-2883,Engineering,3.75,Director,EMEA,2025-07-28,5,"Since you asked: the codebase was cleaner than most I have seen, plus my coworkers made the hard stretches bearable."
R-2884,People,1.25,IC,APAC,2024-11-18,3,"The snacks were good and the coffee was terrible, for the record, plus the tools and equipment were always solid."
R-2885,Engineering,10.5,IC,APAC,2025-09-25,5,"Since you asked: the cost of living rose and my pay pretended not to notice, plus I appreciated the honest conversations on the way out."
R-2886,People,6.25,IC,NA,2024-11-27,4,"I learned the trade here and I am grateful for that. Also, the relocation was for my partner's job."
R-2887,Operations,0.5,Director,LATAM,2025-09-08,3,"I learned the trade here and I am grateful for that. Beyond that, the benefits package was reasonable overall."
R-2888,Marketing,0.5,IC,NA,2025-01-26,5,"In the end, flexibility was the deal when I joined and the deal changed, plus the codebase was cleaner than most I have seen."
R-2889,Sales,1.75,IC,NA,2025-08-26,5,"Low pay, full stop. Meanwhile, the offboarding process was smooth and respectful."
R-2890,Operations,12,Manager,EMEA,2025-05-30,4,"Short version: management treated every concern as an attitude problem. Also, we shipped on adrenaline for two years and I ran out, plus some weeks I genuinely wonder whether leaving was the mistake."
R-2891,Engineering,3.25,Manager,EMEA,2025-04-30,3,"The retention bonus went to someone else doing half the work and on top of that I wanted to grow into new skills and the role refused to grow with me. Beyond that, in hindsight I might have pushed for a transfer instead of leaving."
R-2892,Operations,2.75,Director,EMEA,2024-08-30,1,"Off the record but on the form: leadership lost the plot and blamed the people pointing it out. Meanwhile, I burned out, recovered a little, and burned out again, plus the work from home stipend disappeared along with the trust."
R-2893,Support,6.5,IC,NA,2025-11-29,2,A competing offer beat my pay by forty percent and on top of that I moved during the remote era and the office mandate stranded me and on top of that I had to get out before it got worse.
R-2894,Engineering,5,Manager,EMEA,2025-04-18,1,"Exhaustion became my baseline state. Beyond that, the promotion went to an external hire, twice. To be fair, I would quit again twice as fast knowing what I know."
R-2895,Operations,0.75,IC,NA,2025-05-16,2,Since you asked: a former colleague recruited me into the new role and on top of that the holiday party was always a highlight.
R-2896,People,2,IC,EMEA,2024-12-22,3,Where to start — relocating closer to the office was never going to happen on this salary band and on top of that the team itself was genuinely kind.
R-2897,Support,4.25,IC,NA,2025-07-11,2,The compensation philosophy slide deck changed nothing about my paycheck and at the same time relocating closer to the office was never going to happen on this salary band.
R-2898,Engineering,4.25,IC,EMEA,2025-10-28,5,"Honestly, I am switching industries to be closer to healthcare work and at the same time the snacks were good and the coffee was terrible, for the record. Meanwhile, I appreciated the honest conversations on the way out."
R-2899,Sales,5,Manager,NA,2025-12-09,3,"Honestamente, pedí un aumento dos veces y nunca llegó, y encima el agotamiento empezó el primer año y nunca se fue."
R-2900,Engineering,16.25,IC,APAC,2025-12-10,1,"Plainly put, the management layer above me was pure noise."
R-2901,People,6.75,Manager,NA,2025-04-18,1,"Honestly, the firefighting never stopped long enough to fix the fire and at the same time I am switching industries to be closer to healthcare work."
R-2902,Sales,2,IC,APAC,2025-10-12,5,"In the end, the career ladder ended two rungs above where I stood. Meanwhile, the codebase was cleaner than most I have seen."
R-2903,Engineering,12,IC,EMEA,2024-09-27,5,"Since you asked: my salary stayed flat for three straight years. Beyond that, nothing dramatic to report from my corner."
R-2904,Operations,18,IC,NA,2025-07-29,2,Where to start — the exit was a long time coming and overdue and at the same time I am going back to school in the fall.
R-2905,People,5.75,IC,EMEA,2025-02-11,4,"Look — leaving was self-preservation at that point, plus the product problems were interesting most of the time."
R-2906,Engineering,10.25,Manager,EMEA,2024-09-17,3,Off the record but on the form: my manager played favorites and everyone could see it and at the same time the product problems were interesting most of the time.
R-2907,Support,12.5,IC,EMEA,2025-03-09,3,Bottom line: my supervisor did not understand the work we actually did and at the same time double duty across two teams drained everything I had.
R-2908,Marketing,6.25,IC,EMEA,2024-10-27,2,"Truthfully, some mornings I miss the old rhythm and wonder if I jumped too soon and at the same time the exit was a long time coming and overdue. To be fair, the tools and equipment were always solid."
R-2909,Engineering,16,Director,NA,2024-12-28,4,"I hit a wall of fatigue I could not push through anymore. Meanwhile, it was simply time for something new."
R-2910,Engineering,6.75,IC,LATAM,2025-01-22,1,"My workload doubled after the layoffs and the thanks was a gift card. Beyond that, leaving was self-preservation at that point. Meanwhile, the project I leave behind is in capable hands."
R-2911,Support,7.75,IC,NA,2024-11-06,4,"For what it is worth, two promotions in title with no movement in salary. Also, the exit interview questions were thoughtful, including this one."
R-2912,Sales,0.25,Director,APAC,2025-02-11,4,"The team shrank and the commitments did not. To be fair, the team itself was genuinely kind."
R-2913,Engineering,4,Manager,APAC,2024-12-28,1,"Plainly put, everyone on my team is interviewing and I just went first, plus I learned the trade here and I am grateful for that."
R-2914,Marketing,0.25,IC,NA,2025-06-26,4,"Bottom line: this move is about geography more than anything. Beyond that, the team itself was genuinely kind — and honestly, the office snacks deserve a small tribute."
R-2915,Engineering,1.25,IC,EMEA,2025-01-10,4,"In the end, leaving felt right in the moment and complicated ever since."
R-2916,Sales,0.5,IC,NA,2024-12-21,2,"Equity refreshers dried up and the salary never made up for it. Also, the backlog grew faster than any human could drain it."
R-2917,Sales,14,Lead,EMEA,2024-10-23,4,"Pay was fine at hire and then quietly fell behind year after year. To be fair, I made friendships here that will outlast the job."
R-2918,Engineering,8,Director,EMEA,2025-11-30,1,Since you asked: the salary was uncompetitive and everyone in my cohort knew it and at the same time I asked for help with the volume and got a prioritization framework and at the same time I started planning my exit after the second broken promise.
R-2919,Engineering,0.25,Manager,NA,2025-03-04,3,I learned the trade here and I am grateful for that and on top of that the benefits package was reasonable overall.
R-2920,Engineering,7,IC,APAC,2025-04-15,4,"My manager read my status reports back to me as insight. To be fair, the always-on culture ate my evenings one slack ping at a time and at the same time my development plan was a document nobody opened twice."
R-2921,Sales,0.25,IC,LATAM,2025-02-23,2,"I was underpaid compared to every offer I saw elsewhere. Meanwhile, my workload doubled after the layoffs and the thanks was a gift card."
R-2922,Operations,7.5,IC,NA,2025-02-15,3,"Simply put, my time here taught me a lot about the industry, plus the codebase was cleaner than most I have seen."
R-2923,Engineering,10.25,Lead,EMEA,2025-11-08,5,"It was simply time for something new. To be fair, nothing dramatic to report from my corner and at the same time the team itself was genuinely kind."
R-2924,Engineering,0.25,IC,EMEA,2024-08-04,3,"Honestly, I did the math and the pay cut of staying was larger than the risk of leaving and on top of that the team itself was genuinely kind."
R-2925,Support,0.25,IC,EMEA,2025-04-13,3,After five rounds of reflection: pay was fine at hire and then quietly fell behind year after year.
R-2926,People,3.25,Director,NA,2025-12-01,3,"Para ser justos, las guardias de madrugada me quitaron el sueño durante meses. Por otro lado, no hay una sola razón, simplemente se terminó el capítulo."
R-2927,People,5.75,Manager,APAC,2025-10-30,1,"My manager never listened to a word the team said. To be fair, the new role is closer to home, which mattered to my family."
R-2928,Engineering,5.25,IC,EMEA,2025-06-08,2,"Honestly, the salary offer to stay came only after I resigned, which said everything. Meanwhile, a former colleague recruited me into the new role."
R-2929,Support,0.25,Lead,LATAM,2024-11-29,2,"I am switching industries to be closer to healthcare work. Also, this move is about geography more than anything."
R-2930,Engineering,13.75,IC,NA,2024-08-10,4,"Bottom line: walking out the door was the easiest hard decision I ever made. Beyond that, the mission still resonates with me."
R-2931,Operations,7,Director,EMEA,2025-10-28,3,Bottom line: on-call duty came around twice a month and wrecked my sleep and on top of that the mission still resonates with me.
R-2932,Support,1.5,IC,LATAM,2025-12-11,1,"Decisions came down from above with no context and no discussion. Meanwhile, the career ladder ended two rungs above where I stood — and honestly, I learned the trade here and I am grateful for that."
R-2933,Engineering,5.25,IC,LATAM,2025-12-13,3,The burnout was visible in the whole team by spring and at the same time I am switching industries to be closer to healthcare work.
R-2934,Engineering,3.25,Director,NA,2024-09-02,4,"Where to start — my pay never recovered from joining during the hiring freeze. Meanwhile, relocating closer to the office was never going to happen on this salary band."
R-2935,Engineering,1.5,IC,NA,2025-12-29,1,"Since you asked: a part of me will always wonder what the next year there held — and honestly, I was counting the days until my vesting cliff and then I was gone."
R-2936,Support,0.25,IC,APAC,2025-06-07,2,"Since you asked: a former colleague recruited me into the new role. Beyond that, the exit interview questions were thoughtful, including this one."
R-2937,People,0.5,Manager,APAC,2024-07-17,4,"Simply put, relocating closer to the office was never going to happen on this salary band and at the same time the relocation was for my partner's job."
R-2938,People,11.25,Director,NA,2024-09-05,1,"After five rounds of reflection: the desk booking app was the final straw, somehow and on top of that family circumstances made this change necessary."
R-2939,Operations,6.5,Manager,NA,2025-10-10,2,"In the end, the annual raise did not even cover the parking increase and on top of that I could not stay another quarter."
R-2940,Operations,0.5,IC,EMEA,2024-08-01,4,"The chain of command had five links and zero accountability. Beyond that, the mission still resonates with me."
R-2941,Support,0.5,Director,LATAM,2024-12-10,2,"Flexibility was the deal when I joined and the deal changed, plus I started planning my exit after the second broken promise — and honestly, the customers were the best part of the job."
R-2942,Operations,0.25,IC,EMEA,2025-09-30,4,-
R-2943,People,14.5,IC,APAC,2025-05-14,1,"The internal documentation was surprisingly thorough. To be fair, this move is about geography more than anything."
R-2944,Sales,7.25,Manager,NA,2024-12-01,1,"After five rounds of reflection: the annual raise did not even cover the parking increase — and honestly, covering two open roles for a year hollowed me out. Meanwhile, career development meant a webinar link in a newsletter. Also, my exit plan started the day the new policy dropped."
R-2945,Engineering,5,Lead,NA,2025-01-02,4,"After five rounds of reflection: low pay, full stop. Meanwhile, my manager could not make a decision without three approvals."
R-2946,Support,3.25,IC,NA,2025-08-10,1,"Honestly, micromanagement made every small task a negotiation. Also, a former colleague recruited me into the new role."
R-2947,Engineering,1.25,Manager,NA,2024-11-06,1,"Two promotions in title with no movement in salary and at the same time micromanagement made every small task a negotiation, plus work bled into nights until the nights were gone and on top of that I started planning my exit after the second broken promise."
R-2948,Marketing,1.25,IC,NA,2025-11-04,2,Look — the team itself was genuinely kind and at the same time I made friendships here that will outlast the job.
R-2949,Operations,1.25,IC,NA,2025-07-31,4,"I asked about a raise twice and got vague answers both times, plus nothing dramatic to report from my corner."
R-2950,Operations,12,IC,NA,2024-11-06,2,"The cost of living rose and my pay pretended not to notice. Meanwhile, the directors fought each other and we absorbed the shrapnel — and honestly, the career ladder ended two rungs above where I stood."
R-2951,Sales,0.25,Lead,NA,2025-02-19,2,"Honestly, the always-on culture ate my evenings one slack ping at a time — and honestly, growth talks turned into retention talks only after I resigned."
R-2952,Engineering,3.5,Director,NA,2024-10-16,4,"For what it is worth, mentorship existed on a slide and nowhere else. Meanwhile, an opportunity came along that was too specific to pass up."
R-2953,Marketing,6.5,IC,NA,2025-05-08,1,Where to start — the bonus was a rounding error this year and at the same time I regret how quickly I made the final call.
R-2954,Sales,5.25,Manager,LATAM,2025-08-21,4,"My boss took credit for the work and disappeared during the hard parts, plus this move is about geography more than anything."
R-2955,Sales,2,IC,APAC,2024-11-09,3,"Simply put, no single reason, just the sense that the chapter ended. Beyond that, a former colleague recruited me into the new role."
R-2956,Sales,1.75,IC,EMEA,2024-07-27,1,"Truthfully, the merit increase was two percent in a year of double-digit inflation and at the same time I cannot remember my last week without a fire drill, plus relocating closer to the office was never going to happen on this salary band."
R-2957,Engineering,4.5,IC,APAC,2025-10-14,4,"Honestly, my salary stayed flat for three straight years. To be fair, progression here rewards tenure, not capability."
R-2958,Support,1.5,IC,NA,2025-12-25,1,"Honestly, pay was fine at hire and then quietly fell behind year after year. Meanwhile, I learned the trade here and I am grateful for that."
R-2959,Engineering,14,Lead,NA,2025-01-07,3,"I could not justify staying at that salary, plus my manager could not make a decision without three approvals."
R-2960,Support,12.5,IC,EMEA,2025-08-19,2,"Look — management treated every concern as an attitude problem. Also, double duty across two teams drained everything I had and at the same time my exit was rushed and a slower version of me might have stayed."
R-2961,Sales,0.75,IC,NA,2024-11-20,2,"Los sueldos quedaron congelados mientras la empresa crecía. Por otro lado, las horas se comían todas las noches y los fines de semana. También, la salida fue tranquila y respetuosa, eso lo agradezco."
R-2962,Sales,8.5,Lead,NA,2025-06-21,2,"Honestly, compensation never kept up with the market. Meanwhile, the pace was unsustainable and everyone pretended otherwise."
R-2963,Support,2,IC,NA,2024-07-06,3,"In the end, the pace was unsustainable and everyone pretended otherwise. Meanwhile, an opportunity came along that was too specific to pass up."
R-2964,Support,4.25,Lead,NA,2025-10-10,3,"Short version: compensation was the one thing they refused to discuss honestly. Meanwhile, too much work, too few hands, too little honesty about it."
R-2965,People,7,IC,EMEA,2024-08-13,3,"Honestly, I watched peers elsewhere lap me in scope and skills, plus the holiday party was always a highlight."
R-2966,Engineering,8,IC,EMEA,2025-05-18,3,"Short version: the skip-level meetings were scripted and pointless. To be fair, the exit interview questions were thoughtful, including this one."
R-2967,Marketing,1.5,IC,EMEA,2025-08-31,4,"After five rounds of reflection: they measured presence in the building instead of work in the product. Meanwhile, I am switching industries to be closer to healthcare work."
R-2968,Engineering,0.5,IC,NA,2025-05-28,2,"The merit increase was two percent in a year of double-digit inflation — and honestly, the burnout was visible in the whole team by spring. Beyond that, everyone on my team is interviewing and I just went first."
R-2969,Engineering,6,IC,NA,2025-04-28,2,"In the end, middle management here exists to forward emails. Beyond that, my career flatlined after the second year."
R-2970,Engineering,3,IC,APAC,2025-04-05,5,"Off the record but on the form: the advancement conversations were always next quarter, forever. To be fair, it was simply time for something new."
R-2971,Support,0.25,IC,NA,2025-10-29,3,"The hours stretched into every evening and most weekends. Also, the advancement conversations were always next quarter, forever."
R-2972,Marketing,6.5,IC,APAC,2024-12-25,2,"The startup itch finally won. To be fair, the tools and equipment were always solid."
R-2973,Engineering,16.25,IC,EMEA,2024-11-28,4,"Five years of remote results erased by one executive memo. To be fair, this move is about geography more than anything."
R-2974,Operations,12.75,IC,NA,2025-05-09,5,"Honestly, resigning felt like surfacing for air. Meanwhile, overall a decent run with a quiet ending."
R-2975,Operations,1,IC,EMEA,2024-07-23,3,I plateaued and nobody seemed to mind but me and on top of that the internal documentation was surprisingly thorough.
R-2976,Sales,4.5,Director,EMEA,2024-12-22,2,"Off the record but on the form: the comp review felt like theater with the outcome decided in advance. To be fair, I am switching industries to be closer to healthcare work."
R-2977,Sales,9.5,IC,EMEA,2025-06-29,2,Look — capacity planning here is a hope and a calendar invite.
R-2978,Support,12.25,Manager,EMEA,2024-07-19,2,"The product problems were interesting most of the time — and honestly, the startup itch finally won."
R-2979,Sales,6.5,IC,NA,2024-11-27,2,"After five rounds of reflection: the compensation philosophy slide deck changed nothing about my paycheck and at the same time leadership measured presence instead of outcomes — and honestly, I learned the trade here and I am grateful for that."
R-2980,Sales,6.75,IC,NA,2025-07-22,2,"If I am being candid, the holiday party was always a highlight and at the same time the relocation was for my partner's job."
R-2981,Marketing,3,IC,NA,2024-07-19,4,"If I am being candid, the snacks were good and the coffee was terrible, for the record. Meanwhile, it was simply time for something new. Also, the tools and equipment were always solid."
R-2982,Support,16,IC,EMEA,2025-02-07,4,"In the end, family circumstances made this change necessary. To be fair, the project I leave behind is in capable hands."
R-2983,Support,8,Director,APAC,2025-10-04,5,They paid below market and called it mission alignment.
R-2984,Sales,1,IC,NA,2025-07-19,4,"Since you asked: the pay gap between old hires and new hires became impossible to ignore. Meanwhile, too much work, too few hands, too little honesty about it and at the same time my coworkers made the hard stretches bearable."
